Assets,Return,Volatility
14 29 36 54 ,7.2325,10.2803
14 29 36 55 ,7.22,11.077
14 29 37 49 ,7.2725,11.1051
14 29 37 55 ,7.2625,10.5344
14 29 38 48 ,7.88,10.544
14 29 38 49 ,7.5225,11.8646
14 29 38 50 ,7.5525,10.5125
14 29 38 54 ,7.525,10.555
14 29 38 55 ,7.5125,11.3176
14 29 39 49 ,7.3625,10.9187
14 29 39 55 ,7.3525,10.4178
14 29 41 49 ,8,10.7862
14 29 42 49 ,7.245,10.6069
14 29 43 49 ,7.6675,11.5635
14 29 43 50 ,7.6975,10.3421
14 29 43 55 ,7.6575,10.6936
14 29 44 48 ,7.9275,10.1788
14 29 44 49 ,7.57,11.4357
14 29 44 50 ,7.6,10.3629
14 29 44 54 ,7.5725,10.1601
14 29 44 55 ,7.56,10.8918
14 29 46 49 ,7.075,10.409
14 29 49 58 ,7.5525,10.7545
14 29 51 57 ,7.7275,10.1522
14 30 36 57 ,7.8125,10.2828
14 30 39 57 ,7.945,10.098
14 30 45 49 ,7.825,10.5644
14 30 45 50 ,7.855,10.8005
14 30 45 55 ,7.815,10.269
14 30 48 49 ,7.865,11.4348
14 30 48 50 ,7.895,11.2756
14 30 48 54 ,7.8675,10.3468
14 30 48 55 ,7.855,11.0015
14 30 49 50 ,7.5375,12.1885
14 30 49 53 ,7.47,10.742
14 30 49 54 ,7.51,11.1856
14 30 49 55 ,7.4975,11.8689
14 30 49 56 ,7.445,10.7682
14 30 49 57 ,7.14,10.5008
14 30 50 53 ,7.5,10.56
14 30 50 54 ,7.54,10.8253
14 30 50 55 ,7.5275,11.4587
14 30 50 56 ,7.475,10.5482
14 30 50 57 ,7.17,10.4851
14 30 53 55 ,7.46,10.4183
14 30 54 55 ,7.5,10.8822
14 30 55 56 ,7.435,10.4207
14 30 55 57 ,7.13,10.0041
14 31 32 53 ,7.9475,12.2115
14 31 32 54 ,7.9875,12.7989
14 31 32 55 ,7.975,13.6143
14 31 32 56 ,7.9225,12.3102
14 31 32 57 ,7.6175,11.8347
14 31 33 45 ,7.8575,10.7917
14 31 33 48 ,7.8975,11.6328
14 31 33 49 ,7.54,13.0406
14 31 33 50 ,7.57,11.8065
14 31 33 53 ,7.5025,10.9662
14 31 33 54 ,7.5425,11.6148
14 31 33 55 ,7.53,12.443
14 31 33 56 ,7.4775,11.0437
14 31 33 57 ,7.1725,10.5447
14 31 34 49 ,7.7175,12.7326
14 31 34 50 ,7.7475,11.4115
14 31 34 53 ,7.68,10.699
14 31 34 54 ,7.72,11.398
14 31 34 55 ,7.7075,12.2134
14 31 34 56 ,7.655,10.7972
14 31 34 57 ,7.35,10.2565
14 31 35 45 ,7.88,10.4713
14 31 35 48 ,7.92,11.2368
14 31 35 49 ,7.5625,12.6313
14 31 35 50 ,7.5925,11.4096
14 31 35 53 ,7.525,10.6257
14 31 35 54 ,7.565,11.2648
14 31 35 55 ,7.5525,12.0993
14 31 35 56 ,7.5,10.6721
14 31 35 57 ,7.195,10.1634
14 31 36 37 ,7.9925,12.0032
14 31 36 40 ,7.955,10.2593
14 31 36 42 ,7.965,11.1573
14 31 36 45 ,7.595,10.0562
14 31 36 46 ,7.795,10.9514
14 31 36 48 ,7.635,10.8479
14 31 36 49 ,7.2775,12.2143
14 31 36 50 ,7.3075,11.0662
14 31 36 53 ,7.24,10.1777
14 31 36 54 ,7.28,10.8293
14 31 36 55 ,7.2675,11.6659
14 31 36 56 ,7.215,10.2389
14 31 37 46 ,7.8375,10.4969
14 31 37 48 ,7.6775,10.4082
14 31 37 49 ,7.32,11.7778
14 31 37 50 ,7.35,10.6943
14 31 37 54 ,7.3225,10.3246
14 31 37 55 ,7.31,11.1402
14 31 38 45 ,7.8875,10.332
14 31 38 48 ,7.9275,11.1323
14 31 38 49 ,7.57,12.5362
14 31 38 50 ,7.6,11.2919
14 31 38 53 ,7.5325,10.4336
14 31 38 54 ,7.5725,11.1235
14 31 38 55 ,7.56,11.9254
14 31 38 56 ,7.5075,10.5372
14 31 38 57 ,7.2025,10.0396
14 31 39 46 ,7.9275,10.4312
14 31 39 48 ,7.7675,10.2951
14 31 39 49 ,7.41,11.7294
14 31 39 50 ,7.44,10.6941
14 31 39 54 ,7.4125,10.3308
14 31 39 55 ,7.4,11.1638
14 31 40 49 ,7.2825,10.5799
14 31 42 46 ,7.81,10.1372
14 31 42 49 ,7.2925,11.5787
14 31 42 50 ,7.3225,10.2875
14 31 42 55 ,7.2825,10.6084
14 31 43 49 ,7.715,12.422
14 31 43 50 ,7.745,11.3207
14 31 43 53 ,7.6775,10.1525
14 31 43 54 ,7.7175,10.766
14 31 43 55 ,7.705,11.5188
14 31 43 56 ,7.6525,10.2675
14 31 44 45 ,7.935,10.1126
14 31 44 48 ,7.975,10.7369
14 31 44 49 ,7.6175,12.0866
14 31 44 50 ,7.6475,11.1043
14 31 44 53 ,7.58,10.0527
14 31 44 54 ,7.62,10.6993
14 31 44 55 ,7.6075,11.4752
14 31 44 56 ,7.555,10.1669
14 31 46 49 ,7.1225,11.2874
14 31 46 50 ,7.1525,10.2615
14 31 46 55 ,7.1125,10.3704
14 31 49 58 ,7.6,11.6117
14 31 50 58 ,7.63,10.2635
14 31 51 57 ,7.775,11.0054
14 31 52 57 ,7.745,10.807
14 31 55 58 ,7.59,10.7426
14 32 33 45 ,7.8725,10.6298
14 32 33 48 ,7.9125,11.4599
14 32 33 49 ,7.555,12.7678
14 32 33 50 ,7.585,11.6173
14 32 33 53 ,7.5175,10.7962
14 32 33 54 ,7.5575,11.4406
14 32 33 55 ,7.545,12.2649
14 32 33 56 ,7.4925,10.8747
14 32 33 57 ,7.1875,10.373
14 32 34 49 ,7.7325,12.4519
14 32 34 50 ,7.7625,11.2145
14 32 34 53 ,7.695,10.5234
14 32 34 54 ,7.735,11.2192
14 32 34 55 ,7.7225,12.0307
14 32 34 56 ,7.67,10.623
14 32 34 57 ,7.365,10.0785
14 32 35 45 ,7.895,10.3287
14 32 35 48 ,7.935,11.0805
14 32 35 49 ,7.5775,12.3698
14 32 35 50 ,7.6075,11.2361
14 32 35 53 ,7.54,10.4742
14 32 35 54 ,7.58,11.1078
14 32 35 55 ,7.5675,11.9371
14 32 35 56 ,7.515,10.5211
14 32 35 57 ,7.21,10.0103
14 32 36 40 ,7.97,10.0957
14 32 36 42 ,7.98,10.9658
14 32 36 46 ,7.81,10.7516
14 32 36 48 ,7.65,10.6762
14 32 36 49 ,7.2925,11.9351
14 32 36 50 ,7.3225,10.8778
14 32 36 53 ,7.255,10.0092
14 32 36 54 ,7.295,10.6562
14 32 36 55 ,7.2825,11.4887
14 32 36 56 ,7.23,10.0712
14 32 37 46 ,7.8525,10.3
14 32 37 48 ,7.6925,10.241
14 32 37 49 ,7.335,11.4986
14 32 37 50 ,7.365,10.5108
14 32 37 54 ,7.3375,10.1549
14 32 37 55 ,7.325,10.9656
14 32 38 45 ,7.9025,10.1692
14 32 38 48 ,7.9425,10.9575
14 32 38 49 ,7.585,12.2575
14 32 38 50 ,7.615,11.0998
14 32 38 53 ,7.5475,10.2612
14 32 38 54 ,7.5875,10.9474
14 32 38 55 ,7.575,11.7449
14 32 38 56 ,7.5225,10.3663
14 32 39 46 ,7.9425,10.2686
14 32 39 48 ,7.7825,10.162
14 32 39 49 ,7.425,11.4807
14 32 39 50 ,7.455,10.5452
14 32 39 54 ,7.4275,10.197
14 32 39 55 ,7.415,11.0226
14 32 40 49 ,7.2975,10.3149
14 32 42 49 ,7.3075,11.297
14 32 42 50 ,7.3375,10.0994
14 32 42 55 ,7.2975,10.4275
14 32 43 49 ,7.73,12.1783
14 32 43 50 ,7.76,11.1702
14 32 43 53 ,7.6925,10.021
14 32 43 54 ,7.7325,10.6272
14 32 43 55 ,7.72,11.3723
14 32 43 56 ,7.6675,10.1373
14 32 44 45 ,7.95,10.0134
14 32 44 48 ,7.99,10.6189
14 32 44 49 ,7.6325,11.854
14 32 44 50 ,7.6625,10.9703
14 32 44 54 ,7.635,10.5797
14 32 44 55 ,7.6225,11.3468
14 32 44 56 ,7.57,10.0566
14 32 46 49 ,7.1375,10.9937
14 32 46 50 ,7.1675,10.0679
14 32 46 55 ,7.1275,10.1803
14 32 48 50 ,7.0075,10.0665
14 32 49 58 ,7.615,11.2981
14 32 50 58 ,7.645,10.0382
14 32 51 57 ,7.79,10.8224
14 32 52 57 ,7.76,10.7227
14 32 55 58 ,7.605,10.5289
14 33 34 36 ,7.96,12.6093
14 33 34 40 ,7.965,10.1915
14 33 34 42 ,7.975,10.9264
14 33 34 46 ,7.805,10.7083
14 33 34 48 ,7.645,10.651
14 33 34 49 ,7.2875,11.9531
14 33 34 50 ,7.3175,10.5153
14 33 34 53 ,7.25,10.0263
14 33 34 54 ,7.29,10.7522
14 33 34 55 ,7.2775,11.5267
14 33 34 56 ,7.225,10.0955
14 33 35 36 ,7.805,12.4334
14 33 35 37 ,7.8475,11.868
14 33 35 39 ,7.9375,11.5654
14 33 35 40 ,7.81,10.0135
14 33 35 42 ,7.82,10.7852
14 33 35 46 ,7.65,10.5435
14 33 35 48 ,7.49,10.4756
14 33 35 49 ,7.1325,11.8258
14 33 35 50 ,7.1625,10.4912
14 33 35 54 ,7.135,10.5891
14 33 35 55 ,7.1225,11.3855
14 33 36 37 ,7.5625,11.5162
14 33 36 38 ,7.8125,12.2598
14 33 36 39 ,7.6525,11.1136
14 33 36 42 ,7.535,10.3504
14 33 36 43 ,7.9575,11.3107
14 33 36 44 ,7.86,11.8558
14 33 36 46 ,7.365,10.149
14 33 36 48 ,7.205,10.0922
14 33 36 58 ,7.8425,10.6358
14 33 37 38 ,7.855,11.7849
14 33 37 39 ,7.695,10.5474
14 33 37 43 ,8,10.8561
14 33 37 44 ,7.9025,11.4264
14 33 37 58 ,7.885,10.1287
14 33 38 39 ,7.945,11.3099
14 33 38 42 ,7.8275,10.5733
14 33 38 46 ,7.6575,10.3928
14 33 38 48 ,7.4975,10.3353
14 33 38 49 ,7.14,11.6993
14 33 38 50 ,7.17,10.335
14 33 38 54 ,7.1425,10.4108
14 33 38 55 ,7.13,11.1745
14 33 39 44 ,7.9925,10.953
14 33 41 49 ,7.6175,10.6788
14 33 42 43 ,7.9725,10.2145
14 33 42 44 ,7.875,10.2539
14 33 43 49 ,7.285,11.3207
14 33 43 50 ,7.315,10.0797
14 33 43 55 ,7.275,10.463
14 33 44 46 ,7.705,10.0472
14 33 44 49 ,7.1875,11.262
14 33 44 50 ,7.2175,10.1804
14 33 44 54 ,7.19,10.0078
14 33 44 55 ,7.1775,10.7408
14 33 45 52 ,8,10.1362
14 33 49 51 ,7.7125,12.5135
14 33 49 52 ,7.6825,12.0741
14 33 49 58 ,7.17,10.5758
14 33 50 51 ,7.7425,10.9733
14 33 50 52 ,7.7125,10.7313
14 33 51 53 ,7.675,10.461
14 33 51 54 ,7.715,11.12
14 33 51 55 ,7.7025,11.894
14 33 51 56 ,7.65,10.4838
14 33 52 53 ,7.645,10.4322
14 33 52 54 ,7.685,11.0132
14 33 52 55 ,7.6725,11.822
14 33 52 56 ,7.62,10.3635
14 34 35 36 ,7.9825,12.5064
14 34 35 40 ,7.9875,10.0525
14 34 35 42 ,7.9975,10.7462
14 34 35 46 ,7.8275,10.4977
14 34 35 48 ,7.6675,10.4424
14 34 35 49 ,7.31,11.7058
14 34 35 50 ,7.34,10.2962
14 34 35 54 ,7.3125,10.5952
14 34 35 55 ,7.3,11.3615
14 34 36 37 ,7.74,11.6625
14 34 36 38 ,7.99,12.4594
14 34 36 39 ,7.83,11.1311
14 34 36 42 ,7.7125,10.371
14 34 36 46 ,7.5425,10.1638
14 34 36 48 ,7.3825,10.1204
14 34 36 49 ,7.025,11.3416
14 34 36 50 ,7.055,10.0131
14 34 36 54 ,7.0275,10.2276
14 34 36 55 ,7.015,10.9887
14 34 37 39 ,7.8725,10.5803
14 34 37 49 ,7.0675,10.8813
14 34 37 55 ,7.0575,10.4406
14 34 38 40 ,7.995,10.0542
14 34 38 46 ,7.835,10.4955
14 34 38 48 ,7.675,10.4515
14 34 38 49 ,7.3175,11.7116
14 34 38 50 ,7.3475,10.2893
14 34 38 54 ,7.32,10.5651
14 34 38 55 ,7.3075,11.2887
14 34 39 49 ,7.1575,10.5101
14 34 39 55 ,7.1475,10.1356
14 34 41 49 ,7.795,10.5748
14 34 42 49 ,7.04,10.2413
14 34 43 49 ,7.4625,11.104
14 34 43 55 ,7.4525,10.3389
14 34 44 46 ,7.8825,10.0888
14 34 44 48 ,7.7225,10.0155
14 34 44 49 ,7.365,11.2166
14 34 44 50 ,7.395,10.0693
14 34 44 54 ,7.3675,10.1038
14 34 44 55 ,7.355,10.7992
14 34 49 51 ,7.89,12.325
14 34 49 52 ,7.86,11.9165
14 34 49 58 ,7.3475,10.4748
14 34 50 51 ,7.92,10.7006
14 34 50 52 ,7.89,10.4952
14 34 51 53 ,7.8525,10.3393
14 34 51 54 ,7.8925,11.0419
14 34 51 55 ,7.88,11.7925
14 34 51 56 ,7.8275,10.3819
14 34 52 53 ,7.8225,10.3538
14 34 52 54 ,7.8625,10.9755
14 34 52 55 ,7.85,11.7583
14 34 52 56 ,7.7975,10.3043
14 35 36 37 ,7.585,11.4525
14 35 36 38 ,7.835,12.1578
14 35 36 39 ,7.675,11.0368
14 35 36 42 ,7.5575,10.2292
14 35 36 43 ,7.98,11.1323
14 35 36 44 ,7.8825,11.7796
14 35 36 58 ,7.865,10.5939
14 35 37 38 ,7.8775,11.6663
14 35 37 39 ,7.7175,10.4526
14 35 37 44 ,7.925,11.3346
14 35 37 58 ,7.9075,10.0703
14 35 38 39 ,7.9675,11.1756
14 35 38 42 ,7.85,10.3914
14 35 38 46 ,7.68,10.1802
14 35 38 48 ,7.52,10.1247
14 35 38 49 ,7.1625,11.4505
14 35 38 50 ,7.1925,10.1166
14 35 38 54 ,7.165,10.253
14 35 38 55 ,7.1525,11.0083
14 35 39 49 ,7.0025,10.4761
14 35 41 49 ,7.64,10.4568
14 35 42 44 ,7.8975,10.1006
14 35 43 49 ,7.3075,10.9949
14 35 43 55 ,7.2975,10.2116
14 35 44 49 ,7.21,11.0347
14 35 44 55 ,7.2,10.6005
14 35 49 51 ,7.735,12.2536
14 35 49 52 ,7.705,11.9338
14 35 49 58 ,7.1925,10.3774
14 35 50 51 ,7.765,10.7364
14 35 50 52 ,7.735,10.6341
14 35 51 53 ,7.6975,10.3029
14 35 51 54 ,7.7375,10.9415
14 35 51 55 ,7.725,11.7091
14 35 51 56 ,7.6725,10.2912
14 35 52 53 ,7.6675,10.4219
14 35 52 54 ,7.7075,10.9737
14 35 52 55 ,7.695,11.767
14 35 52 56 ,7.6425,10.3185
14 36 37 38 ,7.5925,11.3882
14 36 37 39 ,7.4325,10.0402
14 36 37 43 ,7.7375,10.2887
14 36 37 44 ,7.64,11.0313
14 36 38 39 ,7.6825,10.7918
14 36 38 42 ,7.565,10.0304
14 36 38 43 ,7.9875,11.0429
14 36 38 44 ,7.89,11.7463
14 36 38 58 ,7.8725,10.4581
14 36 39 44 ,7.73,10.4325
14 36 41 49 ,7.355,10.0578
14 36 43 49 ,7.0225,10.5713
14 36 46 51 ,7.9675,10.5718
14 36 46 52 ,7.9375,10.4461
14 36 48 51 ,7.8075,10.4801
14 36 48 52 ,7.7775,10.4143
14 36 49 51 ,7.45,11.805
14 36 49 52 ,7.42,11.4251
14 36 50 51 ,7.48,10.3499
14 36 50 52 ,7.45,10.1904
14 36 51 54 ,7.4525,10.472
14 36 51 55 ,7.44,11.2415
14 36 52 54 ,7.4225,10.4536
14 36 52 55 ,7.41,11.2535
14 37 38 39 ,7.725,10.3067
14 37 38 44 ,7.9325,11.4022
14 37 38 58 ,7.915,10.0435
14 37 39 44 ,7.7725,10.0014
14 37 43 49 ,7.065,10.227
14 37 49 51 ,7.4925,11.3256
14 37 49 52 ,7.4625,10.8878
14 37 51 55 ,7.4825,10.6661
14 37 52 55 ,7.4525,10.6366
14 38 39 49 ,7.01,10.2815
14 38 41 49 ,7.6475,10.3889
14 38 42 44 ,7.905,10.0498
14 38 43 49 ,7.315,10.9642
14 38 43 55 ,7.305,10.0905
14 38 44 49 ,7.2175,11.0586
14 38 44 50 ,7.2475,10.0058
14 38 44 55 ,7.2075,10.541
14 38 49 51 ,7.7425,12.0888
14 38 49 52 ,7.7125,11.6046
14 38 49 58 ,7.2,10.3026
14 38 50 51 ,7.7725,10.5347
14 38 50 52 ,7.7425,10.2497
14 38 51 53 ,7.705,10.0244
14 38 51 54 ,7.745,10.7208
14 38 51 55 ,7.7325,11.4589
14 38 51 56 ,7.68,10.0714
14 38 52 54 ,7.715,10.5784
14 38 52 55 ,7.7025,11.3547
14 39 43 49 ,7.155,10.035
14 39 49 51 ,7.5825,11.2413
14 39 49 52 ,7.5525,10.9664
14 39 51 55 ,7.5725,10.655
14 39 52 54 ,7.555,10.0035
14 39 52 55 ,7.5425,10.7944
14 40 49 51 ,7.455,10.1316
14 41 42 49 ,7.37,10.1662
14 41 43 49 ,7.7925,10.7058
14 41 44 49 ,7.695,10.4413
14 42 43 49 ,7.0375,10.1989
14 42 49 51 ,7.465,11.1565
14 42 49 52 ,7.435,10.8153
14 42 51 55 ,7.455,10.1512
14 42 52 55 ,7.425,10.2297
14 43 44 49 ,7.3625,10.694
14 43 49 51 ,7.8875,11.9258
14 43 49 52 ,7.8575,11.3269
14 43 49 58 ,7.345,10.2381
14 43 50 51 ,7.9175,10.5151
14 43 50 52 ,7.8875,10.109
14 43 51 54 ,7.89,10.2979
14 43 51 55 ,7.8775,10.9869
14 43 52 54 ,7.86,10.028
14 43 52 55 ,7.8475,10.7648
14 44 49 51 ,7.79,11.5327
14 44 49 52 ,7.76,11.0257
14 44 50 51 ,7.82,10.233
14 44 51 54 ,7.7925,10.179
14 44 51 55 ,7.78,10.8952
14 44 52 54 ,7.7625,10.0307
14 44 52 55 ,7.75,10.7873
14 46 49 51 ,7.295,10.8378
14 46 49 52 ,7.265,10.376
14 48 49 51 ,7.135,10.6989
14 48 49 52 ,7.105,10.2927
14 49 51 58 ,7.7725,11.3377
14 49 52 58 ,7.7425,10.8666
14 51 52 57 ,7.9175,10.7405
14 51 55 58 ,7.7625,10.451
14 52 55 58 ,7.7325,10.3856
15 16 18 30 ,7.5975,10.1329
15 16 22 25 ,7.335,10.574
15 16 22 30 ,7.9725,10.588
15 16 22 31 ,7.07,10.0917
15 16 23 25 ,7.5575,10.9513
15 16 23 31 ,7.2925,10.5198
15 16 23 32 ,7.3075,10.3603
15 16 23 52 ,7.435,10.0441
15 16 24 25 ,7.555,11.1746
15 16 24 27 ,7.5475,10.1197
15 16 24 29 ,7.2425,10.1843
15 16 24 31 ,7.29,10.7276
15 16 24 32 ,7.305,10.585
15 16 24 34 ,7.0375,10.282
15 16 24 51 ,7.4625,10.2811
15 16 24 52 ,7.4325,10.561
15 16 25 26 ,7.885,10.2708
15 16 25 28 ,7.79,11.0567
15 16 25 29 ,7.9325,11.2614
15 16 25 31 ,7.98,11.7349
15 16 25 32 ,7.995,11.5939
15 16 25 33 ,7.55,10.9203
15 16 25 34 ,7.7275,10.7782
15 16 25 35 ,7.5725,10.5681
15 16 25 36 ,7.2875,10.253
15 16 25 38 ,7.58,10.4609
15 16 25 44 ,7.6275,10.2624
15 16 27 28 ,7.7825,10.202
15 16 27 29 ,7.925,10.3077
15 16 27 31 ,7.9725,11.353
15 16 27 32 ,7.9875,11.3818
15 16 28 29 ,7.4775,10.0478
15 16 28 31 ,7.525,10.5836
15 16 28 32 ,7.54,10.4262
15 16 29 31 ,7.6675,10.7718
15 16 29 32 ,7.6825,10.6385
15 16 29 51 ,7.84,10.0079
15 16 30 36 ,7.925,10.3302
15 16 30 49 ,7.2525,10.2382
15 16 30 50 ,7.2825,10.4431
15 16 31 32 ,7.73,11.8068
15 16 31 33 ,7.285,10.5426
15 16 31 34 ,7.4625,10.2831
15 16 31 35 ,7.3075,10.1681
15 16 31 38 ,7.315,10.0419
15 16 31 51 ,7.8875,10.8408
15 16 31 52 ,7.8575,10.7178
15 16 32 33 ,7.3,10.3899
15 16 32 34 ,7.4775,10.125
15 16 32 35 ,7.3225,10.0348
15 16 32 51 ,7.9025,10.6735
15 16 32 52 ,7.8725,10.6513
15 17 18 25 ,7.455,10.2397
15 17 18 31 ,7.19,10.1606
15 17 18 32 ,7.205,10.0094
15 17 22 23 ,7.1425,10.348
15 17 22 24 ,7.14,10.648
15 17 22 25 ,7.83,11.1806
15 17 22 27 ,7.8225,10.2511
15 17 22 29 ,7.5175,10.1698
15 17 22 31 ,7.565,10.7467
15 17 22 32 ,7.58,10.6166
15 17 22 33 ,7.135,10.0743
15 17 22 34 ,7.3125,10.1324
15 17 22 35 ,7.1575,10.0282
15 17 22 51 ,7.7375,10.3607
15 17 22 52 ,7.7075,10.4396
15 17 23 24 ,7.3625,11.2024
15 17 23 28 ,7.5975,10.3959
15 17 23 29 ,7.74,10.5889
15 17 23 31 ,7.7875,11.2068
15 17 23 32 ,7.8025,11.0515
15 17 23 33 ,7.3575,10.5039
15 17 23 34 ,7.535,10.5856
15 17 23 35 ,7.38,10.4611
15 17 23 36 ,7.095,10.0289
15 17 23 38 ,7.3875,10.2826
15 17 23 44 ,7.435,10.0247
15 17 23 51 ,7.96,10.8366
15 17 23 52 ,7.93,10.9005
15 17 24 26 ,7.69,10.0359
15 17 24 28 ,7.595,10.625
15 17 24 29 ,7.7375,10.8279
15 17 24 31 ,7.785,11.4107
15 17 24 32 ,7.8,11.2711
15 17 24 33 ,7.355,10.7606
15 17 24 34 ,7.5325,10.9472
15 17 24 35 ,7.3775,10.7604
15 17 24 36 ,7.0925,10.3299
15 17 24 38 ,7.385,10.5993
15 17 24 44 ,7.4325,10.3325
15 17 24 51 ,7.9575,11.1289
15 17 24 52 ,7.9275,11.3872
15 17 25 36 ,7.7825,10.8557
15 17 25 37 ,7.825,10.3605
15 17 25 39 ,7.915,10.1874
15 17 25 49 ,7.11,10.4007
15 17 28 29 ,7.9725,10.622
15 17 28 33 ,7.59,10.3149
15 17 28 34 ,7.7675,10.2242
15 17 28 35 ,7.6125,10.0351
15 17 29 33 ,7.7325,10.4999
15 17 29 34 ,7.91,10.3791
15 17 29 35 ,7.755,10.2263
15 17 29 38 ,7.7625,10.087
15 17 30 49 ,7.7475,10.6526
15 17 30 50 ,7.7775,10.6579
15 17 30 55 ,7.7375,10.476
15 17 31 33 ,7.78,11.1697
15 17 31 34 ,7.9575,10.9426
15 17 31 35 ,7.8025,10.8513
15 17 31 36 ,7.5175,10.4351
15 17 31 38 ,7.81,10.6983
15 17 31 43 ,7.955,10.3101
15 17 31 44 ,7.8575,10.4248
15 17 32 33 ,7.795,11.0198
15 17 32 34 ,7.9725,10.7883
15 17 32 35 ,7.8175,10.7205
15 17 32 36 ,7.5325,10.289
15 17 32 38 ,7.825,10.5479
15 17 32 43 ,7.97,10.199
15 17 32 44 ,7.8725,10.3355
15 17 33 34 ,7.5275,10.2726
15 17 33 35 ,7.3725,10.1527
15 17 33 51 ,7.9525,10.6286
15 17 33 52 ,7.9225,10.6034
15 17 34 35 ,7.55,10.1573
15 17 34 38 ,7.5575,10.1194
15 17 35 51 ,7.975,10.4894
15 17 35 52 ,7.945,10.6094
15 17 36 51 ,7.69,10.0368
15 17 36 52 ,7.66,10.1083
15 17 38 51 ,7.9825,10.2525
15 17 38 52 ,7.9525,10.1935
15 18 22 23 ,7.0075,10.7844
15 18 22 24 ,7.005,11.1037
15 18 22 25 ,7.695,11.7252
15 18 22 27 ,7.6875,10.8331
15 18 22 28 ,7.24,10.5267
15 18 22 29 ,7.3825,10.7193
15 18 22 31 ,7.43,11.3917
15 18 22 32 ,7.445,11.2164
15 18 22 33 ,7,10.5881
15 18 22 34 ,7.1775,10.6113
15 18 22 35 ,7.0225,10.419
15 18 22 38 ,7.03,10.2929
15 18 22 44 ,7.0775,10.0272
15 18 22 51 ,7.6025,10.8379
15 18 22 52 ,7.5725,10.7968
15 18 23 24 ,7.2275,11.6513
15 18 23 25 ,7.9175,12.1337
15 18 23 26 ,7.5575,10.2659
15 18 23 27 ,7.91,11.2495
15 18 23 28 ,7.4625,10.9208
15 18 23 29 ,7.605,11.1333
15 18 23 31 ,7.6525,11.8414
15 18 23 32 ,7.6675,11.6438
15 18 23 33 ,7.2225,11.0134
15 18 23 34 ,7.4,11.0606
15 18 23 35 ,7.245,10.8522
15 18 23 38 ,7.2525,10.7534
15 18 23 44 ,7.3,10.4684
15 18 23 51 ,7.825,11.309
15 18 23 52 ,7.795,11.2585
15 18 24 25 ,7.915,12.3715
15 18 24 26 ,7.555,10.5651
15 18 24 27 ,7.9075,11.443
15 18 24 28 ,7.46,11.1701
15 18 24 29 ,7.6025,11.3912
15 18 24 31 ,7.65,12.0631
15 18 24 32 ,7.665,11.8814
15 18 24 33 ,7.22,11.2891
15 18 24 34 ,7.3975,11.4374
15 18 24 35 ,7.2425,11.1719
15 18 24 37 ,7,10.2939
15 18 24 38 ,7.25,11.0877
15 18 24 43 ,7.395,10.1086
15 18 24 44 ,7.2975,10.7955
15 18 24 51 ,7.8225,11.6192
15 18 24 52 ,7.7925,11.7597
15 18 25 33 ,7.91,12.1092
15 18 25 35 ,7.9325,11.7125
15 18 25 36 ,7.6475,11.4071
15 18 25 37 ,7.69,10.9308
15 18 25 38 ,7.94,11.6511
15 18 25 39 ,7.78,10.7029
15 18 25 44 ,7.9875,11.39
15 18 25 46 ,7.4925,10.0062
15 18 25 50 ,7.005,10.1081
15 18 25 58 ,7.97,10.2292
15 18 26 28 ,7.79,10.2863
15 18 26 29 ,7.9325,10.5634
15 18 26 31 ,7.98,11.2168
15 18 26 32 ,7.995,11.0791
15 18 26 33 ,7.55,10.2422
15 18 26 34 ,7.7275,10.1196
15 18 27 33 ,7.9025,11.2984
15 18 27 35 ,7.925,10.8686
15 18 27 36 ,7.64,10.5407
15 18 27 37 ,7.6825,10.1332
15 18 27 38 ,7.9325,10.8566
15 18 27 39 ,7.7725,10.0818
15 18 27 44 ,7.98,10.5746
15 18 28 29 ,7.8375,11.2372
15 18 28 31 ,7.885,11.9049
15 18 28 32 ,7.9,11.7093
15 18 28 33 ,7.455,10.9079
15 18 28 34 ,7.6325,10.7906
15 18 28 35 ,7.4775,10.5195
15 18 28 36 ,7.1925,10.2098
15 18 28 38 ,7.485,10.5304
15 18 28 44 ,7.5325,10.1766
15 18 29 33 ,7.5975,11.1116
15 18 29 34 ,7.775,10.9665
15 18 29 35 ,7.62,10.7317
15 18 29 36 ,7.335,10.4019
15 18 29 38 ,7.6275,10.6728
15 18 29 43 ,7.7725,10.0666
15 18 29 44 ,7.675,10.4114
15 18 30 48 ,7.97,10.5359
15 18 30 49 ,7.6125,11.1938
15 18 30 50 ,7.6425,11.125
15 18 30 54 ,7.615,10.2252
15 18 30 55 ,7.6025,10.9141
15 18 31 33 ,7.645,11.8651
15 18 31 34 ,7.8225,11.6223
15 18 31 35 ,7.6675,11.4518
15 18 31 36 ,7.3825,11.0892
15 18 31 37 ,7.425,10.6521
15 18 31 38 ,7.675,11.376
15 18 31 39 ,7.515,10.5705
15 18 31 42 ,7.3975,10.0622
15 18 31 43 ,7.82,11.0022
15 18 31 44 ,7.7225,11.0827
15 18 31 58 ,7.705,10.2249
15 18 32 33 ,7.66,11.6736
15 18 32 34 ,7.8375,11.4254
15 18 32 35 ,7.6825,11.2756
15 18 32 36 ,7.3975,10.8977
15 18 32 37 ,7.44,10.4642
15 18 32 38 ,7.69,11.1819
15 18 32 39 ,7.53,10.4161
15 18 32 43 ,7.835,10.8436
15 18 32 44 ,7.7375,10.9448
15 18 33 34 ,7.3925,10.826
15 18 33 35 ,7.2375,10.6211
